0.025580542162060738	0.9675644636154175	0.04117193445563316	0.06691823899745941	0.002202966483309865
0.9683246612548828	0.0300613883882761	0.4150756895542145	0.03796876221895218	0.0008166179177351296
0.9968108534812927	0.00114256062079221	0.0009513987461104989	0.0009800163097679615	1.0
0.35344770550727844	0.6276067495346069	0.023296741768717766	0.0724656879901886	0.009024602361023426
0.9810333251953125	0.02403581142425537	0.1780342161655426	0.2243562936782837	0.03647371754050255
0.04149390384554863	0.9515663981437683	0.007167103234678507	0.006080968305468559	0.01311127282679081
0.2183384746313095	0.7631735801696777	0.019990909844636917	0.022567469626665115	0.0066528026945889
0.8156837224960327	0.24860240519046783	0.010705841705203056	0.2936706244945526	0.018809353932738304
0.9968879818916321	0.001461750827729702	0.0007359577575698495	0.000249156029894948	1.0
0.4857977628707886	0.5195320844650269	0.02405202016234398	0.11745794862508774	0.0058790394105017185
0.9902783036231995	0.014193033799529076	0.45137330889701843	0.31888893246650696	0.014149134047329426
0.99580317735672	0.0020891251042485237	0.0016315869288519025	0.0008508647442795336	1.0
0.9520540237426758	0.0522611029446125	0.2158157229423523	0.040785882622003555	0.013825934380292892
0.9976581335067749	0.0010225552832707763	0.0010343902977183461	0.00028075973386876285	1.0
0.9952455163002014	0.002568101044744253	0.0027418581303209066	0.00160010636318475	1.0
0.7634859681129456	0.2792684733867645	0.011451040394604206	0.29135486483573914	0.013768630102276802
0.9879302978515625	0.01601988449692726	0.5231496095657349	0.07072445005178452	0.00559819582849741
0.9918796420097351	0.011558912694454193	0.7006359696388245	0.16157624125480652	0.006876095198094845
0.9924359917640686	0.011416934430599213	0.6449196934700012	0.21044084429740906	0.008342289365828037
0.00868957582861185	0.9864377975463867	0.02357666566967964	0.006954466458410025	0.0023737947922199965
0.19395485520362854	0.7912610173225403	0.04553996026515961	0.07717953622341156	0.005897287745028734
0.9924560785293579	0.004781927913427353	0.0038280643057078123	0.002057221718132496	1.0
0.985096275806427	0.008212605491280556	0.004507425706833601	0.0030498886480927467	0.9999997615814209
